text,label
"You win RM3970 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
"You win RM3477 cash, claim now sebelum expired",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Customs hold parcel, pay RM1589 release fee",SCAM
"Good morning bro, bangun cepat",SAFE
Jom makan dekat cafe kampus,SAFE
"You win RM551 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Where are you now bro?,SAFE
You datang lecture tak hari ni?,SAFE
Apa plan weekend ni?,SAFE
"Shopee parcel stuck kastam, bayar RM3392 untuk release",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Aku dah hantar report tu,SAFE
Dinner rumah mak malam ni,SAFE
Weh kau free tak malam ni?,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"You win RM4445 cash, claim now sebelum expired",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
Apa plan weekend ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Assignment dah siap belum?,SAFE
Assignment dah siap belum?,SAFE
"You win RM4019 cash, claim now sebelum expired",SCAM
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Dinner rumah mak malam ni,SAFE
"Job part time RM2634/day, no experience needed, join link sh0pee-help.net",SCAM
"Free RM3532 voucher, claim sekarang tng-update.com",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
"Good morning bro, bangun cepat",SAFE
"Good morning bro, bangun cepat",SAFE
"Customs hold parcel, pay RM2071 release fee",SCAM
Aku dah hantar report tu,SAFE
"Shopee parcel stuck kastam, bayar RM1107 untuk release",SCAM
Let’s study together for exam,SAFE
You datang lecture tak hari ni?,SAFE
"Free RM2023 voucher, claim sekarang bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"Job part time RM2377/day, no experience needed, join link bank-secure.com/login",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
You datang lecture tak hari ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Aku lambat sikit traffic jam,SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Jom makan dekat cafe kampus,SAFE
"Loan approved instant RM1451, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"You win RM1922 cash, claim now sebelum expired",SCAM
Assignment dah siap belum?,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Good morning bro, bangun cepat",SAFE
Apa plan weekend ni?,SAFE
Assignment dah siap belum?,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
Where are you now bro?,SAFE
Weh kau free tak malam ni?,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"We detected login from Nigeria, confirm identity bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
"Free RM4790 voucher, claim sekarang tng-update.com",SCAM
Assignment dah siap belum?,SAFE
"Customs hold parcel, pay RM551 release fee",SCAM
You datang lecture tak hari ni?,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Free RM1574 voucher, claim sekarang sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
"Customs hold parcel, pay RM4571 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
"Shopee parcel stuck kastam, bayar RM4449 untuk release",SCAM
Dinner rumah mak malam ni,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Job part time RM255/day, no experience needed, join link sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Loan approved instant RM516, send IC & bank details",SCAM
Dinner rumah mak malam ni,SAFE
Weh kau free tak malam ni?,SAFE
"Free RM2684 voucher, claim sekarang tng-update.com",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Call aku nanti free,SAFE
Apa plan weekend ni?,SAFE
Dinner rumah mak malam ni,SAFE
"Loan approved instant RM2057, send IC & bank details",SCAM
Where are you now bro?,SAFE
Jom makan dekat cafe kampus,SAFE
Aku lambat sikit traffic jam,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Aku dah hantar report tu,SAFE
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
Where are you now bro?,SAFE
Aku tengah buat project AI ni,SAFE
"You win RM1305 cash, claim now sebelum expired",SCAM
Thanks bro tolong aku tadi,SAFE
Aku dah hantar report tu,SAFE
"Loan approved instant RM2256, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Shopee parcel stuck kastam, bayar RM4869 untuk release",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Customs hold parcel, pay RM4405 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
Dinner rumah mak malam ni,SAFE
Aku lambat sikit traffic jam,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
Let’s study together for exam,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
You datang lecture tak hari ni?,SAFE
"Job part time RM1881/day, no experience needed, join link sh0pee-help.net",SCAM
"Customs hold parcel, pay RM4450 release fee",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
You datang lecture tak hari ni?,SAFE
"Job part time RM427/day, no experience needed, join link sh0pee-help.net",SCAM
"Job part time RM1563/day, no experience needed, join link sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Shopee parcel stuck kastam, bayar RM4361 untuk release",SCAM
Aku lambat sikit traffic jam,SAFE
"You win RM2895 cash, claim now sebelum expired",SCAM
Assignment dah siap belum?,SAFE
Aku tengah buat project AI ni,SAFE
You datang lecture tak hari ni?,SAFE
Assignment dah siap belum?,SAFE
"Job part time RM3674/day, no experience needed, join link bank-secure.com/login",SCAM
"Shopee parcel stuck kastam, bayar RM4115 untuk release",SCAM
"Loan approved instant RM3106, send IC & bank details",SCAM
"We detected login from Philippines, confirm identity tng-update.com",SCAM
Where are you now bro?,SAFE
"You win RM1426 cash, claim now sebelum expired",SCAM
"Free RM1815 voucher, claim sekarang bit.ly/verify",SCAM
Apa plan weekend ni?,SAFE
Assignment dah siap belum?,SAFE
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Apa plan weekend ni?,SAFE
"Loan approved instant RM3528, send IC & bank details",SCAM
Aku lambat sikit traffic jam,SAFE
"Free RM3690 voucher, claim sekarang sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"We detected login from Unknown, confirm identity bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
Thanks bro tolong aku tadi,SAFE
"Good morning bro, bangun cepat",SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Free RM4541 voucher, claim sekarang tng-update.com",SCAM
"We detected login from India, confirm identity bank-secure.com/login",SCAM
"Free RM4124 voucher, claim sekarang tng-update.com",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
Dinner rumah mak malam ni,SAFE
"You win RM598 cash, claim now sebelum expired",SCAM
Thanks bro tolong aku tadi,SAFE
"You win RM656 cash, claim now sebelum expired",SCAM
Jom makan dekat cafe kampus,SAFE
Let’s study together for exam,SAFE
You datang lecture tak hari ni?,SAFE
"You win RM2562 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
Aku dah hantar report tu,SAFE
"We detected login from Philippines, confirm identity bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"Loan approved instant RM4962, send IC & bank details",SCAM
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Assignment dah siap belum?,SAFE
Weh kau free tak malam ni?,SAFE
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"Job part time RM817/day, no experience needed, join link bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Kita jumpa esok kelas 10am,SAFE
Dinner rumah mak malam ni,SAFE
Aku lambat sikit traffic jam,SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"You win RM4952 cash, claim now sebelum expired",SCAM
Aku lambat sikit traffic jam,SAFE
"Good morning bro, bangun cepat",SAFE
Kita jumpa esok kelas 10am,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Dinner rumah mak malam ni,SAFE
"You win RM96 cash, claim now sebelum expired",SCAM
"Free RM3696 voucher, claim sekarang sh0pee-help.net",SCAM
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
"Shopee parcel stuck kastam, bayar RM2281 untuk release",SCAM
Thanks bro tolong aku tadi,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
Dinner rumah mak malam ni,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
"Shopee parcel stuck kastam, bayar RM4463 untuk release",SCAM
Thanks bro tolong aku tadi,SAFE
Let’s study together for exam,SAFE
You datang lecture tak hari ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"Good morning bro, bangun cepat",SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Customs hold parcel, pay RM1817 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
You datang lecture tak hari ni?,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
Aku lambat sikit traffic jam,SAFE
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
Apa plan weekend ni?,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Job part time RM1709/day, no experience needed, join link tng-update.com",SCAM
"You win RM3581 cash, claim now sebelum expired",SCAM
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
You datang lecture tak hari ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Dinner rumah mak malam ni,SAFE
Let’s study together for exam,SAFE
"Loan approved instant RM2457, send IC & bank details",SCAM
"Customs hold parcel, pay RM1325 release fee",SCAM
"Free RM61 voucher, claim sekarang bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
"We detected login from Unknown, confirm identity bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Aku dah hantar report tu,SAFE
"Shopee parcel stuck kastam, bayar RM2013 untuk release",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
You datang lecture tak hari ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"Good morning bro, bangun cepat",SAFE
You datang lecture tak hari ni?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
"Job part time RM1733/day, no experience needed, join link bank-secure.com/login",SCAM
"Job part time RM3237/day, no experience needed, join link tng-update.com",SCAM
Let’s study together for exam,SAFE
"We detected login from Nigeria, confirm identity tng-update.com",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Apa plan weekend ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
"Job part time RM2626/day, no experience needed, join link bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
Jom makan dekat cafe kampus,SAFE
Aku dah hantar report tu,SAFE
"Good morning bro, bangun cepat",SAFE
Kita jumpa esok kelas 10am,SAFE
"Customs hold parcel, pay RM4047 release fee",SCAM
Apa plan weekend ni?,SAFE
"Customs hold parcel, pay RM1284 release fee",SCAM
Weh kau free tak malam ni?,SAFE
"You win RM2296 cash, claim now sebelum expired",SCAM
"Loan approved instant RM4640, send IC & bank details",SCAM
"You win RM3025 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
"Customs hold parcel, pay RM1401 release fee",SCAM
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
Aku dah hantar report tu,SAFE
Where are you now bro?,SAFE
Apa plan weekend ni?,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"We detected login from Unknown, confirm identity tng-update.com",SCAM
"Shopee parcel stuck kastam, bayar RM2250 untuk release",SCAM
Kita jumpa esok kelas 10am,SAFE
"Loan approved instant RM1426, send IC & bank details",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
Aku dah hantar report tu,SAFE
"You win RM4989 cash, claim now sebelum expired",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Free RM3139 voucher, claim sekarang sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Let’s study together for exam,SAFE
Assignment dah siap belum?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Where are you now bro?,SAFE
"Shopee parcel stuck kastam, bayar RM1344 untuk release",SCAM
Assignment dah siap belum?,SAFE
"Job part time RM3999/day, no experience needed, join link bank-secure.com/login",SCAM
Thanks bro tolong aku tadi,SAFE
"We detected login from Unknown, confirm identity bank-secure.com/login",SCAM
Assignment dah siap belum?,SAFE
Aku lambat sikit traffic jam,SAFE
Jom makan dekat cafe kampus,SAFE
Weh kau free tak malam ni?,SAFE
"Loan approved instant RM1898, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"Good morning bro, bangun cepat",SAFE
"OTP needed to verify transaction, send cepat",SCAM
"We detected login from India, confirm identity bank-secure.com/login",SCAM
"We detected login from Nigeria, confirm identity tng-update.com",SCAM
Aku dah hantar report tu,SAFE
Kita jumpa esok kelas 10am,SAFE
Jom makan dekat cafe kampus,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
Jom makan dekat cafe kampus,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Good morning bro, bangun cepat",SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Assignment dah siap belum?,SAFE
Where are you now bro?,SAFE
Let’s study together for exam,SAFE
Dinner rumah mak malam ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"Loan approved instant RM4276, send IC & bank details",SCAM
Weh kau free tak malam ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
Jom makan dekat cafe kampus,SAFE
Jom makan dekat cafe kampus,SAFE
Where are you now bro?,SAFE
"Customs hold parcel, pay RM2961 release fee",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"You win RM1321 cash, claim now sebelum expired",SCAM
"Shopee parcel stuck kastam, bayar RM3107 untuk release",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Dinner rumah mak malam ni,SAFE
Aku lambat sikit traffic jam,SAFE
"Free RM1160 voucher, claim sekarang bank-secure.com/login",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Jom makan dekat cafe kampus,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Shopee parcel stuck kastam, bayar RM2542 untuk release",SCAM
Thanks bro tolong aku tadi,SAFE
"Loan approved instant RM3981, send IC & bank details",SCAM
"Free RM348 voucher, claim sekarang bit.ly/verify",SCAM
"Good morning bro, bangun cepat",SAFE
"You win RM1834 cash, claim now sebelum expired",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
Apa plan weekend ni?,SAFE
Aku tengah buat project AI ni,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
Aku tengah buat project AI ni,SAFE
Aku tengah buat project AI ni,SAFE
Dinner rumah mak malam ni,SAFE
"Job part time RM736/day, no experience needed, join link bit.ly/verify",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
Kita jumpa esok kelas 10am,SAFE
Kita jumpa esok kelas 10am,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Shopee parcel stuck kastam, bayar RM4142 untuk release",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Customs hold parcel, pay RM4788 release fee",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Thanks bro tolong aku tadi,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Aku lambat sikit traffic jam,SAFE
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Aku tengah buat project AI ni,SAFE
Dinner rumah mak malam ni,SAFE
"Shopee parcel stuck kastam, bayar RM4686 untuk release",SCAM
Assignment dah siap belum?,SAFE
Aku dah hantar report tu,SAFE
Let’s study together for exam,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
"You win RM4613 cash, claim now sebelum expired",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"We detected login from Unknown, confirm identity bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Thanks bro tolong aku tadi,SAFE
Thanks bro tolong aku tadi,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
Aku lambat sikit traffic jam,SAFE
Aku lambat sikit traffic jam,SAFE
Thanks bro tolong aku tadi,SAFE
"Job part time RM770/day, no experience needed, join link sh0pee-help.net",SCAM
"Shopee parcel stuck kastam, bayar RM571 untuk release",SCAM
You datang lecture tak hari ni?,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Shopee parcel stuck kastam, bayar RM3433 untuk release",SCAM
"You win RM1032 cash, claim now sebelum expired",SCAM
Let’s study together for exam,SAFE
"Job part time RM1607/day, no experience needed, join link tng-update.com",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Free RM4093 voucher, claim sekarang sh0pee-help.net",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"You win RM4640 cash, claim now sebelum expired",SCAM
Assignment dah siap belum?,SAFE
Aku dah hantar report tu,SAFE
"Loan approved instant RM4529, send IC & bank details",SCAM
"Free RM2959 voucher, claim sekarang tng-update.com",SCAM
"Shopee parcel stuck kastam, bayar RM2503 untuk release",SCAM
You datang lecture tak hari ni?,SAFE
Aku dah hantar report tu,SAFE
"We detected login from India, confirm identity bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Aku dah hantar report tu,SAFE
"Loan approved instant RM4980, send IC & bank details",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Job part time RM4107/day, no experience needed, join link tng-update.com",SCAM
Aku dah hantar report tu,SAFE
Assignment dah siap belum?,SAFE
Apa plan weekend ni?,SAFE
Call aku nanti free,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Shopee parcel stuck kastam, bayar RM2606 untuk release",SCAM
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Let’s study together for exam,SAFE
Weh kau free tak malam ni?,SAFE
Weh kau free tak malam ni?,SAFE
"Good morning bro, bangun cepat",SAFE
Aku tengah buat project AI ni,SAFE
Apa plan weekend ni?,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Loan approved instant RM2213, send IC & bank details",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Apa plan weekend ni?,SAFE
Apa plan weekend ni?,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Free RM235 voucher, claim sekarang sh0pee-help.net",SCAM
"Customs hold parcel, pay RM4683 release fee",SCAM
You datang lecture tak hari ni?,SAFE
"Free RM4793 voucher, claim sekarang sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
Kita jumpa esok kelas 10am,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Jom makan dekat cafe kampus,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"Job part time RM867/day, no experience needed, join link sh0pee-help.net",SCAM
Let’s study together for exam,SAFE
Let’s study together for exam,SAFE
"Good morning bro, bangun cepat",SAFE
"Loan approved instant RM1761, send IC & bank details",SCAM
"Customs hold parcel, pay RM2621 release fee",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
Aku dah hantar report tu,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
Dinner rumah mak malam ni,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Aku tengah buat project AI ni,SAFE
Aku lambat sikit traffic jam,SAFE
"Job part time RM4473/day, no experience needed, join link bank-secure.com/login",SCAM
Assignment dah siap belum?,SAFE
Assignment dah siap belum?,SAFE
"Free RM135 voucher, claim sekarang sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
Aku tengah buat project AI ni,SAFE
Call aku nanti free,SAFE
"We detected login from Unknown, confirm identity sh0pee-help.net",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
Aku tengah buat project AI ni,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Thanks bro tolong aku tadi,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Free RM2015 voucher, claim sekarang sh0pee-help.net",SCAM
Weh kau free tak malam ni?,SAFE
Assignment dah siap belum?,SAFE
"Job part time RM2667/day, no experience needed, join link bank-secure.com/login",SCAM
Thanks bro tolong aku tadi,SAFE
Let’s study together for exam,SAFE
Apa plan weekend ni?,SAFE
"Customs hold parcel, pay RM4469 release fee",SCAM
Assignment dah siap belum?,SAFE
Aku lambat sikit traffic jam,SAFE
Aku lambat sikit traffic jam,SAFE
Dinner rumah mak malam ni,SAFE
Apa plan weekend ni?,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Apa plan weekend ni?,SAFE
Aku dah hantar report tu,SAFE
"We detected login from Philippines, confirm identity bank-secure.com/login",SCAM
"Job part time RM4050/day, no experience needed, join link bit.ly/verify",SCAM
Kita jumpa esok kelas 10am,SAFE
Jom makan dekat cafe kampus,SAFE
Aku tengah buat project AI ni,SAFE
"Shopee parcel stuck kastam, bayar RM104 untuk release",SCAM
"Good morning bro, bangun cepat",SAFE
Aku dah hantar report tu,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Job part time RM1214/day, no experience needed, join link bank-secure.com/login",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Thanks bro tolong aku tadi,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Assignment dah siap belum?,SAFE
Where are you now bro?,SAFE
Let’s study together for exam,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Shopee parcel stuck kastam, bayar RM2121 untuk release",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Loan approved instant RM3876, send IC & bank details",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Assignment dah siap belum?,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Where are you now bro?,SAFE
